Glb_cost, Shm_cost, l2_cost, Reg_cost, PE_cost, Clk_cost, Static_cost
100, 6, 20, 2, 1, 1, 150

vgg16, , , , , , , , , , , , , , vgg16
conv/fc, m_n_k, cycle, inst, l1d_cache_access, l1c_cache_access, l2cache_access, mem_read_global, mem_write_global, fp_access, sp_access, reg_read, reg_write, shared_mem_access, Glb, Shm, Reg, PE, Clk, Glb_energy, Shm_energy, Reg_energy, PE_energy, Clk_energy
[1  768  17  17] [192  768  1  1] [1  192  17  17] [1  1] [0  0] 4 0 , 18496_192_192, 95498.0, 111640640.0, 1221888.0, 0.0, 1190424.0, 746520.0, 443904.0, 7201280.0, 161360640.0, 308018688.0, 204747744.0, 307328.0, 1190424.0, 1529216.0, 16023951, 5267560, 95498.0, 119042400.0, 32983776.0, 32047902, 5267560, 95498.0, 
[1  768  17  17] [160  768  1  1] [1  160  17  17] [1  1] [0  0] 4 0 , 18496_160_192, 92763.0, 111190208.0, 1092224.0, 0.0, 1068768.0, 698848.0, 369920.0, 7201280.0, 160469760.0, 306719488.0, 198397376.0, 315280.0, 1068768.0, 1407504.0, 15784902, 5239720, 92763.0, 106876800.0, 29820384.0, 31569804, 5239720, 92763.0, 
[1  160  17  17] [160  160  1  7] [1  160  17  17] [1  1] [0  3] 4 0 , 18496_160_40, 45127.0, 63937760.0, 520400.0, 0.0, 494400.0, 124480.0, 369920.0, 2449920.0, 97811200.0, 139458816.0, 77528704.0, 162976.0, 494400.0, 683376.0, 6780860, 3133160, 45127.0, 49440000.0, 13988256.0, 13561720, 3133160, 45127.0, 
[1  160  17  17] [192  160  7  1] [1  192  17  17] [1  1] [3  0] 4 0 , 18496_192_1960, 707209.0, 732979584.0, 9390720.0, 0.0, 8412109.0, 7968205.0, 443904.0, 73720320.0, 994927360.0, 2607054336.0, 1743924448.0, 2409232.0, 8412109.0, 11799952.0, 135968087, 33395240, 707209.0, 841210900.0, 239041892.0, 271936174, 33395240, 707209.0, 
[1  768  17  17] [160  768  1  1] [1  160  17  17] [1  1] [0  0] 4 0 , 18496_160_192, 92763.0, 111190208.0, 1092224.0, 0.0, 1068768.0, 698848.0, 369920.0, 7201280.0, 160469760.0, 306719488.0, 198397376.0, 315280.0, 1068768.0, 1407504.0, 15784902, 5239720, 92763.0, 106876800.0, 29820384.0, 31569804, 5239720, 92763.0, 
[1  160  17  17] [160  160  7  1] [1  160  17  17] [1  1] [3  0] 4 0 , 18496_160_1960, 697653.0, 732535680.0, 8676416.0, 0.0, 7768487.0, 7398567.0, 369920.0, 73720320.0, 994036480.0, 2604715776.0, 1671045344.0, 2429792.0, 7768487.0, 11106208.0, 133617535, 33367400, 697653.0, 776848700.0, 222006988.0, 267235070, 33367400, 697653.0, 
[1  160  17  17] [160  160  1  7] [1  160  17  17] [1  1] [0  3] 4 0 , 18496_160_40, 45127.0, 63937760.0, 520400.0, 0.0, 494400.0, 124480.0, 369920.0, 2449920.0, 97811200.0, 139458816.0, 77528704.0, 162976.0, 494400.0, 683376.0, 6780860, 3133160, 45127.0, 49440000.0, 13988256.0, 13561720, 3133160, 45127.0, 
[1  160  17  17] [160  160  7  1] [1  160  17  17] [1  1] [3  0] 4 0 , 18496_160_1960, 697653.0, 732535680.0, 8676416.0, 0.0, 7768487.0, 7398567.0, 369920.0, 73720320.0, 994036480.0, 2604715776.0, 1671045344.0, 2429792.0, 7768487.0, 11106208.0, 133617535, 33367400, 697653.0, 776848700.0, 222006988.0, 267235070, 33367400, 697653.0, 
[1  160  17  17] [192  160  1  7] [1  192  17  17] [1  1] [0  3] 4 0 , 18496_192_40, 47283.0, 64412864.0, 605984.0, 0.0, 574784.0, 130880.0, 443904.0, 2449920.0, 98702080.0, 140683776.0, 78727776.0, 164368.0, 574784.0, 770352.0, 6856611, 3161000, 47283.0, 57478400.0, 16117792.0, 13713222, 3161000, 47283.0, 
[1  768  17  17] [192  768  1  1] [1  192  17  17] [1  1] [0  0] 4 0 , 18496_192_192, 95498.0, 111640640.0, 1221888.0, 0.0, 1190424.0, 746520.0, 443904.0, 7201280.0, 161360640.0, 308018688.0, 204747744.0, 307328.0, 1190424.0, 1529216.0, 16023951, 5267560, 95498.0, 119042400.0, 32983776.0, 32047902, 5267560, 95498.0, 
[1  768  17  17] [192  768  1  1] [1  192  17  17] [1  1] [0  0] 4 0 , 18496_192_192, 95498.0, 111640640.0, 1221888.0, 0.0, 1190424.0, 746520.0, 443904.0, 7201280.0, 161360640.0, 308018688.0, 204747744.0, 307328.0, 1190424.0, 1529216.0, 16023951, 5267560, 95498.0, 119042400.0, 32983776.0, 32047902, 5267560, 95498.0, 
[1  768  17  17] [192  768  1  1] [1  192  17  17] [1  1] [0  0] 4 0 , 18496_192_192, 95498.0, 111640640.0, 1221888.0, 0.0, 1190424.0, 746520.0, 443904.0, 7201280.0, 161360640.0, 308018688.0, 204747744.0, 307328.0, 1190424.0, 1529216.0, 16023951, 5267560, 95498.0, 119042400.0, 32983776.0, 32047902, 5267560, 95498.0, 
[1  192  17  17] [192  192  1  7] [1  192  17  17] [1  1] [0  3] 4 0 , 18496_192_48, 49848.0, 64468864.0, 638400.0, 0.0, 600960.0, 157056.0, 443904.0, 2449920.0, 98702080.0, 140683776.0, 82126336.0, 157392.0, 600960.0, 795792.0, 6962816, 3161000, 49848.0, 60096000.0, 16793952.0, 13925632, 3161000, 49848.0, 
[1  192  17  17] [192  192  7  1] [1  192  17  17] [1  1] [3  0] 4 0 , 18496_192_2352, 820301.0, 866184704.0, 9974208.0, 0.0, 9974208.0, 9530304.0, 443904.0, 87974400.0, 1173548800.0, 3099704832.0, 2078434144.0, 2785312.0, 9974208.0, 12759520.0, 161816843, 39422600, 820301.0, 997420800.0, 276041280.0, 323633686, 39422600, 820301.0, 
[1  768  17  17] [192  768  1  1] [1  192  17  17] [1  1] [0  0] 4 0 , 18496_192_192, 95498.0, 111640640.0, 1221888.0, 0.0, 1190424.0, 746520.0, 443904.0, 7201280.0, 161360640.0, 308018688.0, 204747744.0, 307328.0, 1190424.0, 1529216.0, 16023951, 5267560, 95498.0, 119042400.0, 32983776.0, 32047902, 5267560, 95498.0, 
[1  192  17  17] [192  192  7  1] [1  192  17  17] [1  1] [3  0] 4 0 , 18496_192_2352, 820301.0, 866184704.0, 9974208.0, 0.0, 9974208.0, 9530304.0, 443904.0, 87974400.0, 1173548800.0, 3099704832.0, 2078434144.0, 2785312.0, 9974208.0, 12759520.0, 161816843, 39422600, 820301.0, 997420800.0, 276041280.0, 323633686, 39422600, 820301.0, 
[1  192  17  17] [192  192  1  7] [1  192  17  17] [1  1] [0  3] 4 0 , 18496_192_48, 49848.0, 64468864.0, 638400.0, 0.0, 600960.0, 157056.0, 443904.0, 2449920.0, 98702080.0, 140683776.0, 82126336.0, 157392.0, 600960.0, 795792.0, 6962816, 3161000, 49848.0, 60096000.0, 16793952.0, 13925632, 3161000, 49848.0, 
[1  192  17  17] [192  192  7  1] [1  192  17  17] [1  1] [3  0] 4 0 , 18496_192_2352, 820301.0, 866184704.0, 9974208.0, 0.0, 9974208.0, 9530304.0, 443904.0, 87974400.0, 1173548800.0, 3099704832.0, 2078434144.0, 2785312.0, 9974208.0, 12759520.0, 161816843, 39422600, 820301.0, 997420800.0, 276041280.0, 323633686, 39422600, 820301.0, 
[1  192  17  17] [192  192  1  7] [1  192  17  17] [1  1] [0  3] 4 0 , 18496_192_48, 49848.0, 64468864.0, 638400.0, 0.0, 600960.0, 157056.0, 443904.0, 2449920.0, 98702080.0, 140683776.0, 82126336.0, 157392.0, 600960.0, 795792.0, 6962816, 3161000, 49848.0, 60096000.0, 16793952.0, 13925632, 3161000, 49848.0, 
[1  768  17  17] [192  768  1  1] [1  192  17  17] [1  1] [0  0] 4 0 , 18496_192_192, 95498.0, 111640640.0, 1221888.0, 0.0, 1190424.0, 746520.0, 443904.0, 7201280.0, 161360640.0, 308018688.0, 204747744.0, 307328.0, 1190424.0, 1529216.0, 16023951, 5267560, 95498.0, 119042400.0, 32983776.0, 32047902, 5267560, 95498.0, 
[1  768  17  17] [192  768  1  1] [1  192  17  17] [1  1] [0  0] 4 0 , 18496_192_192, 95498.0, 111640640.0, 1221888.0, 0.0, 1190424.0, 746520.0, 443904.0, 7201280.0, 161360640.0, 308018688.0, 204747744.0, 307328.0, 1190424.0, 1529216.0, 16023951, 5267560, 95498.0, 119042400.0, 32983776.0, 32047902, 5267560, 95498.0, 
[1  192  17  17] [320  192  3  3] [1  320  8  8] [2  2] [0  0] 4 0 , 3600_320_432, 85520.0, 60149592.0, 686160.0, 0.0, 686019.0, 542019.0, 144000.0, 5011200.0, 84348800.0, 191230848.0, 128278272.0, 173104.0, 686019.0, 859264.0, 9984660, 2792500, 85520.0, 68601900.0, 18875964.0, 19969320, 2792500, 85520.0, 
[1  768  17  17] [192  768  1  1] [1  192  17  17] [1  1] [0  0] 4 0 , 18496_192_192, 95498.0, 111640640.0, 1221888.0, 0.0, 1190424.0, 746520.0, 443904.0, 7201280.0, 161360640.0, 308018688.0, 204747744.0, 307328.0, 1190424.0, 1529216.0, 16023951, 5267560, 95498.0, 119042400.0, 32983776.0, 32047902, 5267560, 95498.0, 
[1  192  17  17] [192  192  1  7] [1  192  17  17] [1  1] [0  3] 4 0 , 18496_192_48, 49848.0, 64468864.0, 638400.0, 0.0, 600960.0, 157056.0, 443904.0, 2449920.0, 98702080.0, 140683776.0, 82126336.0, 157392.0, 600960.0, 795792.0, 6962816, 3161000, 49848.0, 60096000.0, 16793952.0, 13925632, 3161000, 49848.0, 
[1  192  17  17] [192  192  7  1] [1  192  17  17] [1  1] [3  0] 4 0 , 18496_192_2352, 820301.0, 866184704.0, 9974208.0, 0.0, 9974208.0, 9530304.0, 443904.0, 87974400.0, 1173548800.0, 3099704832.0, 2078434144.0, 2785312.0, 9974208.0, 12759520.0, 161816843, 39422600, 820301.0, 997420800.0, 276041280.0, 323633686, 39422600, 820301.0, 
[1  192  17  17] [192  192  3  3] [1  192  8  8] [2  2] [0  0] 4 0 , 3600_192_432, 48784.0, 40032384.0, 431136.0, 0.0, 431136.0, 344736.0, 86400.0, 3340800.0, 56086528.0, 127279360.0, 83154048.0, 167792.0, 431136.0, 598928.0, 6576044, 1857104, 48784.0, 43113600.0, 12216288.0, 13152088, 1857104, 48784.0, 
[1  1280  8  8] [320  1280  1  1] [1  320  8  8] [1  1] [0  0] 4 0 , 4096_320_320, 66295.0, 51724288.0, 614400.0, 0.0, 614400.0, 450560.0, 163840.0, 3956736.0, 73367552.0, 156655616.0, 108224096.0, 126976.0, 614400.0, 741376.0, 8277491, 2416384, 66295.0, 61440000.0, 16736256.0, 16554982, 2416384, 66295.0, 
[1  1280  8  8] [384  1280  1  1] [1  384  8  8] [1  1] [0  0] 4 0 , 4096_384_320, 71869.0, 51953664.0, 688128.0, 0.0, 688128.0, 491520.0, 196608.0, 3956736.0, 73850880.0, 157310976.0, 113710592.0, 150784.0, 688128.0, 838912.0, 8469424, 2431488, 71869.0, 68812800.0, 18796032.0, 16938848, 2431488, 71869.0, 
[1  384  8  8] [384  384  1  3] [1  384  8  8] [1  1] [0  1] 4 0 , 4096_384_96, 37989.0, 29898240.0, 344064.0, 0.0, 341760.0, 145152.0, 196608.0, 1597440.0, 44285952.0, 75694080.0, 47523968.0, 88064.0, 341760.0, 432128.0, 3850564, 1433856, 37989.0, 34176000.0, 9427968.0, 7701128, 1433856, 37989.0, 
[1  384  8  8] [384  384  3  1] [1  384  8  8] [1  1] [1  0] 4 0 , 4096_384_864, 169112.0, 118063104.0, 1523712.0, 0.0, 1523712.0, 1327104.0, 196608.0, 11034624.0, 162545664.0, 402161664.0, 286330560.0, 359936.0, 1523712.0, 1883648.0, 21515382, 5424384, 169112.0, 152371200.0, 41776128.0, 43030764, 5424384, 169112.0, 
[1  1280  8  8] [448  1280  1  1] [1  448  8  8] [1  1] [0  0] 4 0 , 4096_448_320, 72167.0, 69042176.0, 843776.0, 0.0, 843776.0, 614400.0, 229376.0, 5275648.0, 97984512.0, 209092608.0, 146329024.0, 213760.0, 843776.0, 1057536.0, 11106926, 3226880, 72167.0, 84377600.0, 23220736.0, 22213852, 3226880, 72167.0, 
[1  448  8  8] [384  448  3  3] [1  384  8  8] [1  1] [1  1] 4 0 , 4096_384_1008, 191093.0, 132771840.0, 1744896.0, 0.0, 1744896.0, 1548288.0, 196608.0, 12607488.0, 182255616.0, 456572928.0, 329072736.0, 462336.0, 1744896.0, 2207232.0, 24551427, 6089472, 191093.0, 174489600.0, 48141312.0, 49102854, 6089472, 191093.0, 
[1  384  8  8] [384  384  1  3] [1  384  8  8] [1  1] [0  1] 4 0 , 4096_384_96, 37989.0, 29898240.0, 344064.0, 0.0, 341760.0, 145152.0, 196608.0, 1597440.0, 44285952.0, 75694080.0, 47523968.0, 88064.0, 341760.0, 432128.0, 3850564, 1433856, 37989.0, 34176000.0, 9427968.0, 7701128, 1433856, 37989.0, 
[1  384  8  8] [384  384  3  1] [1  384  8  8] [1  1] [1  0] 4 0 , 4096_384_864, 169112.0, 118063104.0, 1523712.0, 0.0, 1523712.0, 1327104.0, 196608.0, 11034624.0, 162545664.0, 402161664.0, 286330560.0, 359936.0, 1523712.0, 1883648.0, 21515382, 5424384, 169112.0, 152371200.0, 41776128.0, 43030764, 5424384, 169112.0, 
[1  1280  8  8] [192  1280  1  1] [1  192  8  8] [1  1] [0  0] 4 0 , 4096_192_320, 38586.0, 34406400.0, 385024.0, 0.0, 385024.0, 286720.0, 98304.0, 2637824.0, 48750592.0, 104218624.0, 70152672.0, 126976.0, 385024.0, 512000.0, 5449103, 1605888, 38586.0, 38502400.0, 10772480.0, 10898206, 1605888, 38586.0, 
[1  2048  8  8] [320  2048  1  1] [1  320  8  8] [1  1] [0  0] 4 0 , 4096_320_512, 97492.0, 73768960.0, 884736.0, 0.0, 884736.0, 720896.0, 163840.0, 6316032.0, 102932480.0, 238223360.0, 164822336.0, 188416.0, 884736.0, 1073152.0, 12595178, 3414016, 97492.0, 88473600.0, 24133632.0, 25190356, 3414016, 97492.0, 
[1  2048  8  8] [384  2048  1  1] [1  384  8  8] [1  1] [0  0] 4 0 , 4096_384_512, 104426.0, 73998336.0, 983040.0, 0.0, 983040.0, 786432.0, 196608.0, 6316032.0, 103415808.0, 238927872.0, 173315200.0, 229632.0, 983040.0, 1212672.0, 12882596, 3429120, 104426.0, 98304000.0, 26936832.0, 25765192, 3429120, 104426.0, 
[1  384  8  8] [384  384  1  3] [1  384  8  8] [1  1] [0  1] 4 0 , 4096_384_96, 37989.0, 29898240.0, 344064.0, 0.0, 341760.0, 145152.0, 196608.0, 1597440.0, 44285952.0, 75694080.0, 47523968.0, 88064.0, 341760.0, 432128.0, 3850564, 1433856, 37989.0, 34176000.0, 9427968.0, 7701128, 1433856, 37989.0, 
[1  384  8  8] [384  384  3  1] [1  384  8  8] [1  1] [1  0] 4 0 , 4096_384_864, 169112.0, 118063104.0, 1523712.0, 0.0, 1523712.0, 1327104.0, 196608.0, 11034624.0, 162545664.0, 402161664.0, 286330560.0, 359936.0, 1523712.0, 1883648.0, 21515382, 5424384, 169112.0, 152371200.0, 41776128.0, 43030764, 5424384, 169112.0, 
[1  2048  8  8] [448  2048  1  1] [1  448  8  8] [1  1] [0  0] 4 0 , 4096_448_512, 104883.0, 98435072.0, 1212416.0, 0.0, 1212416.0, 983040.0, 229376.0, 8421376.0, 137404416.0, 317865984.0, 222683040.0, 305792.0, 1212416.0, 1518208.0, 16892157, 4557056, 104883.0, 121241600.0, 33357568.0, 33784314, 4557056, 104883.0, 
[1  448  8  8] [384  448  3  3] [1  384  8  8] [1  1] [1  1] 4 0 , 4096_384_1008, 191093.0, 132771840.0, 1744896.0, 0.0, 1744896.0, 1548288.0, 196608.0, 12607488.0, 182255616.0, 456572928.0, 329072736.0, 462336.0, 1744896.0, 2207232.0, 24551427, 6089472, 191093.0, 174489600.0, 48141312.0, 49102854, 6089472, 191093.0, 
[1  384  8  8] [384  384  1  3] [1  384  8  8] [1  1] [0  1] 4 0 , 4096_384_96, 37989.0, 29898240.0, 344064.0, 0.0, 341760.0, 145152.0, 196608.0, 1597440.0, 44285952.0, 75694080.0, 47523968.0, 88064.0, 341760.0, 432128.0, 3850564, 1433856, 37989.0, 34176000.0, 9427968.0, 7701128, 1433856, 37989.0, 
[1  384  8  8] [384  384  3  1] [1  384  8  8] [1  1] [1  0] 4 0 , 4096_384_864, 169112.0, 118063104.0, 1523712.0, 0.0, 1523712.0, 1327104.0, 196608.0, 11034624.0, 162545664.0, 402161664.0, 286330560.0, 359936.0, 1523712.0, 1883648.0, 21515382, 5424384, 169112.0, 152371200.0, 41776128.0, 43030764, 5424384, 169112.0, 
[1  2048  8  8] [192  2048  1  1] [1  192  8  8] [1  1] [0  0] 4 0 , 4096_192_512, 54914.0, 49102848.0, 557056.0, 0.0, 557056.0, 458752.0, 98304.0, 4210688.0, 68460544.0, 158580736.0, 106807744.0, 188416.0, 557056.0, 745472.0, 8293390, 2270976, 54914.0, 55705600.0, 15613952.0, 16586780, 2270976, 54914.0, 
[1  2048] [1000  2048] [1  1000] [] [] 8 1 , 64_1000_1024, 93394.0, 11008000.0, 104768.0, 0.0, 104768.0, 96768.0, 8000.0, 1050624.0, 15184384.0, 37973760.0, 23256736.0, 87808.0, 104768.0, 192576.0, 1913453, 507344, 93394.0, 10476800.0, 3250816.0, 3826906, 507344, 93394.0, 

 SUM , , 24537748.0, 31579212976.0, 285794192.0, 0.0, 263301864.0, 191688104.0, 71613760.0, 2300213760.0, 45006007936.0, 92686051072.0, 55517848800.0, 92087152.0, 263301864.0, 377881344.0, 4631371871, 1478319428, 24537748.0, 26330186400.0, 7533325344.0, 9262743742, 1478319428, 24537748.0, 

vit, , , , , , , , , , , , , , vit
conv/fc, m_n_k, cycle, inst, l1d_cache_access, l1c_cache_access, l2cache_access, mem_read_global, mem_write_global, fp_access, sp_access, reg_read, reg_write, shared_mem_access, Glb, Shm, Reg, PE, Clk, Glb_energy, Shm_energy, Reg_energy, PE_energy, Clk_energy, Glb, Shm, Reg, PE, Clk, Glb_energy, Shm_energy, Reg_energy, PE_energy, Clk_energy
[197  768] [2304  768] [197  2304] [] [] 4 1 , 12608_2304_192, 531947.0, 691484064.0, 9091584.0, 0.0, 9084136.0, 5453032.0, 3631104.0, 44250624.0, 1004990976.0, 1910048256.0, 1372284864.0, 1916288.0, 9084136.0, 11007872.0, 102572910, 32788800, 531947.0, 908413600.0, 247729952.0, 205145820, 32788800, 531947.0, 
[197  768] [768  768] [197  768] [] [] 8 1 , 12608_768_384, 320538.0, 366888192.0, 4850688.0, 0.0, 4850688.0, 3640320.0, 1210368.0, 29348352.0, 517929984.0, 1141678080.0, 826722112.0, 1096640.0, 4850688.0, 5947328.0, 61512506, 17102448, 320538.0, 485068800.0, 132697728.0, 123025012, 17102448, 320538.0, 
[197  768] [3072  768] [197  3072] [] [] 8 1 , 12608_3072_384, 1187951.0, 1467552768.0, 19402752.0, 0.0, 19402752.0, 14561280.0, 4841472.0, 117393408.0, 2071719936.0, 4566712320.0, 3305539008.0, 4372704.0, 19402752.0, 23775456.0, 246007854, 68409792, 1187951.0, 1940275200.0, 530707776.0, 492015708, 68409792, 1187951.0, 
[197  3072] [768  3072] [197  768] [] [] 8 1 , 12608_768_1536, 1107992.0, 1185296640.0, 15771648.0, 0.0, 15771648.0, 14561280.0, 1210368.0, 116937216.0, 1615527936.0, 4171650048.0, 3037386624.0, 3854496.0, 15771648.0, 19626144.0, 225282396, 54139536, 1107992.0, 1577164800.0, 433189824.0, 450564792, 54139536, 1107992.0, 
[197  768] [2304  768] [197  2304] [] [] 4 1 , 12608_2304_192, 531947.0, 691484064.0, 9091584.0, 0.0, 9084136.0, 5453032.0, 3631104.0, 44250624.0, 1004990976.0, 1910048256.0, 1372284864.0, 1916288.0, 9084136.0, 11007872.0, 102572910, 32788800, 531947.0, 908413600.0, 247729952.0, 205145820, 32788800, 531947.0, 
[197  768] [768  768] [197  768] [] [] 4 1 , 12608_768_192, 193551.0, 230494656.0, 3030528.0, 0.0, 3027920.0, 1817552.0, 1210368.0, 14750208.0, 334996992.0, 636682752.0, 457787968.0, 645024.0, 3027920.0, 3675552.0, 34202210, 10929600, 193551.0, 302792000.0, 82611712.0, 68404420, 10929600, 193551.0, 
[197  768] [3072  768] [197  3072] [] [] 8 1 , 12608_3072_384, 1187951.0, 1467552768.0, 19402752.0, 0.0, 19402752.0, 14561280.0, 4841472.0, 117393408.0, 2071719936.0, 4566712320.0, 3305539008.0, 4372704.0, 19402752.0, 23775456.0, 246007854, 68409792, 1187951.0, 1940275200.0, 530707776.0, 492015708, 68409792, 1187951.0, 
[197  3072] [768  3072] [197  768] [] [] 4 1 , 12608_768_768, 580881.0, 639691008.0, 8491008.0, 0.0, 8491008.0, 7280640.0, 1210368.0, 58544640.0, 883795968.0, 2151668736.0, 1562765504.0, 2002144.0, 8491008.0, 10493152.0, 116076070, 29448144, 580881.0, 849100800.0, 232779072.0, 232152140, 29448144, 580881.0, 
[197  768] [2304  768] [197  2304] [] [] 4 1 , 12608_2304_192, 531947.0, 691484064.0, 9091584.0, 0.0, 9084136.0, 5453032.0, 3631104.0, 44250624.0, 1004990976.0, 1910048256.0, 1372284864.0, 1916288.0, 9084136.0, 11007872.0, 102572910, 32788800, 531947.0, 908413600.0, 247729952.0, 205145820, 32788800, 531947.0, 
[197  768] [768  768] [197  768] [] [] 4 1 , 12608_768_192, 193551.0, 230494656.0, 3030528.0, 0.0, 3027920.0, 1817552.0, 1210368.0, 14750208.0, 334996992.0, 636682752.0, 457787968.0, 645024.0, 3027920.0, 3675552.0, 34202210, 10929600, 193551.0, 302792000.0, 82611712.0, 68404420, 10929600, 193551.0, 
[197  768] [3072  768] [197  3072] [] [] 8 1 , 12608_3072_384, 1187951.0, 1467552768.0, 19402752.0, 0.0, 19402752.0, 14561280.0, 4841472.0, 117393408.0, 2071719936.0, 4566712320.0, 3305539008.0, 4372704.0, 19402752.0, 23775456.0, 246007854, 68409792, 1187951.0, 1940275200.0, 530707776.0, 492015708, 68409792, 1187951.0, 
[197  3072] [768  3072] [197  768] [] [] 4 1 , 12608_768_768, 580881.0, 639691008.0, 8491008.0, 0.0, 8491008.0, 7280640.0, 1210368.0, 58544640.0, 883795968.0, 2151668736.0, 1562765504.0, 2002144.0, 8491008.0, 10493152.0, 116076070, 29448144, 580881.0, 849100800.0, 232779072.0, 232152140, 29448144, 580881.0, 
[197  768] [2304  768] [197  2304] [] [] 4 1 , 12608_2304_192, 531947.0, 691484064.0, 9091584.0, 0.0, 9084136.0, 5453032.0, 3631104.0, 44250624.0, 1004990976.0, 1910048256.0, 1372284864.0, 1916288.0, 9084136.0, 11007872.0, 102572910, 32788800, 531947.0, 908413600.0, 247729952.0, 205145820, 32788800, 531947.0, 
[197  768] [768  768] [197  768] [] [] 4 1 , 12608_768_192, 193551.0, 230494656.0, 3030528.0, 0.0, 3027920.0, 1817552.0, 1210368.0, 14750208.0, 334996992.0, 636682752.0, 457787968.0, 645024.0, 3027920.0, 3675552.0, 34202210, 10929600, 193551.0, 302792000.0, 82611712.0, 68404420, 10929600, 193551.0, 
[197  768] [3072  768] [197  3072] [] [] 4 1 , 12608_3072_192, 698951.0, 921976704.0, 12122112.0, 0.0, 12111700.0, 7270228.0, 4841472.0, 59000832.0, 1339987968.0, 2546731008.0, 1829745184.0, 2563968.0, 12111700.0, 14686080.0, 136764881, 43718400, 698951.0, 1211170000.0, 330350480.0, 273529762, 43718400, 698951.0, 
[197  3072] [768  3072] [197  768] [] [] 4 1 , 12608_768_768, 580881.0, 639691008.0, 8491008.0, 0.0, 8491008.0, 7280640.0, 1210368.0, 58544640.0, 883795968.0, 2151668736.0, 1562765504.0, 2002144.0, 8491008.0, 10493152.0, 116076070, 29448144, 580881.0, 849100800.0, 232779072.0, 232152140, 29448144, 580881.0, 
[197  768] [2304  768] [197  2304] [] [] 4 1 , 12608_2304_192, 531947.0, 691484064.0, 9091584.0, 0.0, 9084136.0, 5453032.0, 3631104.0, 44250624.0, 1004990976.0, 1910048256.0, 1372284864.0, 1916288.0, 9084136.0, 11007872.0, 102572910, 32788800, 531947.0, 908413600.0, 247729952.0, 205145820, 32788800, 531947.0, 
[197  768] [768  768] [197  768] [] [] 4 1 , 12608_768_192, 193551.0, 230494656.0, 3030528.0, 0.0, 3027920.0, 1817552.0, 1210368.0, 14750208.0, 334996992.0, 636682752.0, 457787968.0, 645024.0, 3027920.0, 3675552.0, 34202210, 10929600, 193551.0, 302792000.0, 82611712.0, 68404420, 10929600, 193551.0, 
[197  768] [3072  768] [197  3072] [] [] 4 1 , 12608_3072_192, 698951.0, 921976704.0, 12122112.0, 0.0, 12111700.0, 7270228.0, 4841472.0, 59000832.0, 1339987968.0, 2546731008.0, 1829745184.0, 2563968.0, 12111700.0, 14686080.0, 136764881, 43718400, 698951.0, 1211170000.0, 330350480.0, 273529762, 43718400, 698951.0, 
[197  3072] [768  3072] [197  768] [] [] 4 1 , 12608_768_768, 580881.0, 639691008.0, 8491008.0, 0.0, 8491008.0, 7280640.0, 1210368.0, 58544640.0, 883795968.0, 2151668736.0, 1562765504.0, 2002144.0, 8491008.0, 10493152.0, 116076070, 29448144, 580881.0, 849100800.0, 232779072.0, 232152140, 29448144, 580881.0, 
[197  768] [2304  768] [197  2304] [] [] 4 1 , 12608_2304_192, 531947.0, 691484064.0, 9091584.0, 0.0, 9084136.0, 5453032.0, 3631104.0, 44250624.0, 1004990976.0, 1910048256.0, 1372284864.0, 1916288.0, 9084136.0, 11007872.0, 102572910, 32788800, 531947.0, 908413600.0, 247729952.0, 205145820, 32788800, 531947.0, 
[197  768] [768  768] [197  768] [] [] 4 1 , 12608_768_192, 193551.0, 230494656.0, 3030528.0, 0.0, 3027920.0, 1817552.0, 1210368.0, 14750208.0, 334996992.0, 636682752.0, 457787968.0, 645024.0, 3027920.0, 3675552.0, 34202210, 10929600, 193551.0, 302792000.0, 82611712.0, 68404420, 10929600, 193551.0, 
[197  768] [3072  768] [197  3072] [] [] 8 1 , 12608_3072_384, 1187951.0, 1467552768.0, 19402752.0, 0.0, 19402752.0, 14561280.0, 4841472.0, 117393408.0, 2071719936.0, 4566712320.0, 3305539008.0, 4372704.0, 19402752.0, 23775456.0, 246007854, 68409792, 1187951.0, 1940275200.0, 530707776.0, 492015708, 68409792, 1187951.0, 
[197  3072] [768  3072] [197  768] [] [] 4 1 , 12608_768_768, 580881.0, 639691008.0, 8491008.0, 0.0, 8491008.0, 7280640.0, 1210368.0, 58544640.0, 883795968.0, 2151668736.0, 1562765504.0, 2002144.0, 8491008.0, 10493152.0, 116076070, 29448144, 580881.0, 849100800.0, 232779072.0, 232152140, 29448144, 580881.0, 
[197  768] [2304  768] [197  2304] [] [] 8 1 , 12608_2304_384, 901470.0, 1100664576.0, 14552064.0, 0.0, 14552064.0, 10920960.0, 3631104.0, 88045056.0, 1553789952.0, 3425034240.0, 2479320128.0, 3280640.0, 14552064.0, 17832704.0, 184511074, 51307344, 901470.0, 1455206400.0, 398037504.0, 369022148, 51307344, 901470.0, 
[197  768] [768  768] [197  768] [] [] 4 1 , 12608_768_192, 193551.0, 230494656.0, 3030528.0, 0.0, 3027920.0, 1817552.0, 1210368.0, 14750208.0, 334996992.0, 636682752.0, 457787968.0, 645024.0, 3027920.0, 3675552.0, 34202210, 10929600, 193551.0, 302792000.0, 82611712.0, 68404420, 10929600, 193551.0, 
